,gene,disease
37128,NPY,Convulsive Seizures
37129,NPY,"Seizures, Focal"
37130,NPY,"Seizures, Sensory"
37131,NPY,Posterior Choroidal Artery Infarction
37132,NPY,Weight decreased
37133,NPY,Major Depressive Disorder
37134,NPY,Anxiety neurosis (finding)
37135,NPY,Nuchal Rigidity
37136,NPY,Drug Dependence
37137,NPY,Unilateral Nasal Obstruction
37138,NPY,Bilateral Nasal Obstruction
37139,NPY,clinical depression
37140,NPY,Nonepileptic Seizures
37141,NPY,Hyperkinesia
37142,NPY,Convulsions
37143,NPY,Prescription Drug Abuse
37144,NPY,Absence Seizures
37145,NPY,Epileptic Seizures
37146,NPY,Myoclonic Seizures
37147,NPY,Generalized Absence Seizures
37148,NPY,Peripheral Nervous System Diseases
37149,NOTCH2,Astrocytoma
37150,NOTCH2,Malignant neoplasm of urinary bladder
37151,NOTCH2,Bladder Neoplasm
37152,NOTCH2,Malignant neoplasm of breast
37153,NOTCH2,Malignant neoplasm of skin
37154,NOTCH2,Squamous cell carcinoma
37155,NOTCH2,Uterine Cervical Neoplasm
37156,NOTCH2,"Diabetes Mellitus, Non-Insulin-Dependent"
37157,NOTCH2,Glioblastoma
37158,NOTCH2,"Leukemia, Myelocytic, Acute"
37159,NOTCH2,Lung Neoplasms
37160,NOTCH2,Lymphoma
37161,NOTCH2,Malignant neoplasm of stomach
37162,NOTCH2,Neoplasm Invasiveness
37163,NOTCH2,Skin Neoplasms
37164,NOTCH2,Stomach Neoplasms
37165,NOTCH2,Diffuse Large B-Cell Lymphoma
37166,NOTCH2,Alagille Syndrome
37167,NOTCH2,Benign neoplasm of bladder
37168,NOTCH2,Carcinoma in situ of bladder
37169,NOTCH2,Subependymal Giant Cell Astrocytoma
37170,NOTCH2,"Neuroectodermal Tumor, Primitive"
37171,NOTCH2,Malignant neoplasm of lung
37172,NOTCH2,Squamous cell carcinoma of esophagus
37173,NOTCH2,Solid Neoplasm
37174,NOTCH2,Juvenile Pilocytic Astrocytoma
37175,NOTCH2,Diffuse Astrocytoma
37176,NOTCH2,Anaplastic astrocytoma
37177,NOTCH2,Protoplasmic astrocytoma
37178,NOTCH2,Gemistocytic astrocytoma
37179,NOTCH2,Fibrillary Astrocytoma
37180,NOTCH2,Pilocytic Astrocytoma
37181,NOTCH2,Spongioblastoma
37182,NOTCH2,Giant Cell Glioblastoma
37183,NOTCH2,Medulloepithelioma
37184,NOTCH2,Childhood Cerebral Astrocytoma
37185,NOTCH2,Neoplasm of uncertain or unknown behavior of bladder
37186,NOTCH2,Neoplasm of uncertain or unknown behavior of breast
37187,NOTCH2,Mixed oligoastrocytoma
37188,NOTCH2,Breast Carcinoma
37189,NOTCH2,Carcinoma of bladder
37190,NOTCH2,Ependymoblastoma
37191,NOTCH2,Cerebral Astrocytoma
37192,NOTCH2,Intracranial Astrocytoma
37193,NOTCH2,Cerebral Primitive Neuroectodermal Tumor
37194,NOTCH2,Breast adenocarcinoma
37195,NOTCH2,Hajdu-Cheney Syndrome
37196,NOTCH2,"Mammary Neoplasms, Human"
37197,NOTCH2,Mammary Neoplasms
37198,NOTCH2,Glioblastoma Multiforme
37199,NOTCH2,Grade I Astrocytoma
37200,NOTCH2,Hereditary Diffuse Gastric Cancer
37201,NOTCH2,Alagille Syndrome 2
37202,NOTCH2,Alagille Syndrome 1
37203,NOTCH2,Precursor Cell Lymphoblastic Leukemia Lymphoma
37204,NOTCH2,Hepatic ductular hypoplasia
37205,NOTCH2,Gastro-enteropancreatic neuroendocrine tumor
37206,NOTCH2,Acroosteolysis dominant type
37207,NOTCH2,cervical cancer
37208,NOTCH2,"Mammary Carcinoma, Human"
37209,NOTCH3,Malignant neoplasm of breast
37210,NOTCH3,Malignant neoplasm of skin
37211,NOTCH3,Non-Small Cell Lung Carcinoma
37212,NOTCH3,Squamous cell carcinoma
37213,NOTCH3,Glioblastoma
37214,NOTCH3,Lung Neoplasms
37215,NOTCH3,Seizures
37216,NOTCH3,Skin Neoplasms
37217,NOTCH3,Cerebrovascular accident
37218,NOTCH3,Encephalopathies
37219,NOTCH3,Migraine Disorders
37220,NOTCH3,Myofibromatosis
37221,NOTCH3,Malignant neoplasm of lung
37222,NOTCH3,Squamous cell carcinoma of esophagus
37223,NOTCH3,Giant Cell Glioblastoma
37224,NOTCH3,Impaired cognition
37225,NOTCH3,Lateral meningocele
37226,NOTCH3,Infantile myofibromatosis
37227,NOTCH3,Dementia
37228,NOTCH3,Breast Carcinoma
37229,NOTCH3,CADASIL Syndrome
37230,NOTCH3,"Carcinoma, Pancreatic Ductal"
37231,NOTCH3,"Mammary Neoplasms, Human"
37232,NOTCH3,CADASILM
37233,NOTCH3,Mammary Neoplasms
37234,NOTCH3,Glioblastoma Multiforme
37235,NOTCH3,LATERAL MENINGOCELE SYNDROME
37236,NOTCH3,Liver carcinoma
37237,NOTCH3,"MYOFIBROMATOSIS, INFANTILE, 2"
37238,NOTCH3,"CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINANT, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY, TYPE 1"
37239,NOTCH3,"Mammary Carcinoma, Human"
37240,NOTCH4,Bipolar Disorder
37241,NOTCH4,Malignant neoplasm of breast
37242,NOTCH4,Malignant neoplasm of skin
37243,NOTCH4,Squamous cell carcinoma
37244,NOTCH4,Schizophrenia
37245,NOTCH4,Skin Neoplasms
37246,NOTCH4,Breast Carcinoma
37247,NOTCH4,"Carcinoma, Pancreatic Ductal"
37248,NOTCH4,"Mammary Neoplasms, Human"
37249,NOTCH4,Mammary Neoplasms
37250,NOTCH4,Treatment-resistant schizophrenia
37251,NOTCH4,"Mammary Carcinoma, Human"
37252,PNP,"Osteoporosis, Age-Related"
37253,PNP,"Hepatitis, Toxic"
37254,PNP,Osteoporosis
37255,PNP,"Osteoporosis, Senile"
37256,PNP,Purine-nucleoside phosphorylase deficiency
37257,PNP,"Arsenic Poisoning, Inorganic"
37258,PNP,"Nervous System, Organic Arsenic Poisoning"
37259,PNP,Arsenic Poisoning
37260,PNP,Combined immunodeficiency
37261,PNP,Post-Traumatic Osteoporosis
37262,PNP,Arsenic Encephalopathy
37263,PNP,Arsenic Induced Polyneuropathy
37264,PNP,Drug-Induced Liver Disease
37265,PNP,"Hepatitis, Drug-Induced"
37266,PNP,Drug-Induced Acute Liver Injury
37267,PNP,Chemical and Drug Induced Liver Injury
37268,PNP,Chemically-Induced Liver Toxicity
37269,NPAS1,Psychotic Disorders
37270,NPAS1,Schizophrenia
37271,NPAS1,Nonorganic psychosis
37272,NPAS2,Autistic Disorder
37273,NPAS2,Bipolar Disorder
37274,NPAS2,Mental Depression
37275,NPAS2,Depressive disorder
37276,NPAS2,"Liver Cirrhosis, Experimental"
37277,NPAS2,Schizoaffective Disorder
37278,NPAS2,Schizophrenia
37279,NPAS2,Seasonal Affective Disorder
37280,NPC1,Ataxia
37281,NPC1,Atherosclerosis
37282,NPC1,Brucellosis
37283,NPC1,Dysarthria
37284,NPC1,Liver Cirrhosis
37285,NPC1,Liver diseases
37286,NPC1,Obesity
37287,NPC1,Ophthalmoplegia
37288,NPC1,Liver Dysfunction
37289,NPC1,External Ophthalmoplegia
37290,NPC1,"Niemann-Pick Disease, Type C"
37291,NPC1,Gastrointestinal Stromal Tumors
37292,NPC1,"Fibrosis, Liver"
37293,NPC1,"Dysarthria, Scanning"
37294,NPC1,"Ataxia, Sensory"
37295,NPC1,"Niemann-Pick Disease, Type D"
37296,NPC1,"Ataxia, Motor"
37297,NPC1,Internal Ophthalmoplegia
37298,NPC1,"Ataxia, Truncal"
37299,NPC1,"Dysarthria, Spastic"
37300,NPC1,"Dysarthria, Flaccid"
37301,NPC1,"Dysarthria, Mixed"
37302,NPC1,Abnormal coordination
37303,NPC1,"Ataxia, Appendicular"
37304,NPC1,"Tremor, Rubral"
37305,NPC1,Ophthalmoparesis
37306,NPC1,"Dysarthria, Guttural"
37307,NPC1,Atherogenesis
37308,NPC1,"Brucellosis, Pulmonary"
37309,NPC1,Gastrointestinal Stromal Sarcoma
37310,NPC1,"Niemann-Pick Disease, Type C1"
37311,NPHP1,Disorder of eye
37312,NPHP1,Renal dysplasia and retinal aplasia (disorder)
37313,NPHP1,Nephronophthisis
37314,NPHP1,Bardet-Biedl Syndrome
37315,NPHP1,JOUBERT SYNDROME 4 (disorder)
37316,NPHP1,"Nephronophthisis, familial juvenile"
37317,NPHP1,Ciliopathies
37318,NPHP1,Senior-Loken Syndrome 1
37319,NPHP1,Nephronophthisis 1
37320,NPHS1,Albuminuria
37321,NPHS1,Glomerulonephritis
37322,NPHS1,Focal glomerulosclerosis
37323,NPHS1,Kidney Diseases
37324,NPHS1,Lipoid nephrosis
37325,NPHS1,Proteinuria
37326,NPHS1,"Hyalinosis, Segmental Glomerular"
37327,NPHS1,Renal glomerular disease
37328,NPHS1,Finnish congenital nephrotic syndrome
37329,NPHS1,Hyperhomocysteinemia
37330,NPHS1,"Glomerulonephritis, Minimal Change"
37331,NPHS1,"Nephrotic Syndrome, Minimal Change"
37332,NPHS1,Bright Disease
37333,NPHS1,"NEPHROTIC SYNDROME, TYPE 3"
37334,NPHS1,"NEPHROTIC SYNDROME, STEROID-RESISTANT, AUTOSOMAL RECESSIVE"
37335,NPHS1,Idiopathic Nephrotic Syndrome
37336,NPHS1,"Nephrosis, congenital"
37337,NPHS1,Glomerulopathy Assessment
37338,NPM1,"Leukemia, Myelocytic, Acute"
37339,NPM1,Acute Promyelocytic Leukemia
37340,NPM1,"Lymphoma, Non-Hodgkin"
37341,NPM1,Malignant neoplasm of stomach
37342,NPM1,"Acute Myeloid Leukemia, M1"
37343,NPM1,Stomach Neoplasms
37344,NPM1,Adenocarcinoma of lung (disorder)
37345,NPM1,Lymphomatoid Papulosis
37346,NPM1,Dyskeratosis Congenita
37347,NPM1,X-Linked Dyskeratosis Congenita
37348,NPM1,Primary Cutaneous Anaplastic Large Cell Lymphoma
37349,NPM1,Hereditary Diffuse Gastric Cancer
37350,NPM1,Acute Myeloid Leukemia (AML-M2)
37351,NPM1,Acute erythroleukemia
37352,NPM1,Acute erythroleukemia - M6a subtype
37353,NPM1,Acute myeloid leukemia FAB-M6
37354,NPM1,Acute erythroleukemia - M6b subtype
37355,NPPA,Adenocarcinoma
37356,NPPA,Anoxemia
37357,NPPA,Anoxia
37358,NPPA,Aortic Valve Insufficiency
37359,NPPA,Malignant neoplasm of skin
37360,NPPA,"Cardiomyopathy, Dilated"
37361,NPPA,Patent ductus arteriosus
37362,NPPA,Cardiomegaly
37363,NPPA,Heart failure
37364,NPPA,Congestive heart failure
37365,NPPA,Diaphragmatic Hernia
37366,NPPA,Hypercapnia
37367,NPPA,Hypertensive disease
37368,NPPA,Renal hypertension
37369,NPPA,Hypotension
37370,NPPA,"Kidney Failure, Acute"
37371,NPPA,Left-Sided Heart Failure
37372,NPPA,Liver Cirrhosis
37373,NPPA,Lung Neoplasms
37374,NPPA,melanoma
37375,NPPA,Myocardial Infarction
37376,NPPA,Neoplasm Metastasis
37377,NPPA,Pain
37378,NPPA,Prostatic Neoplasms
37379,NPPA,Skin Neoplasms
37380,NPPA,Ureteral obstruction
37381,NPPA,Urination Disorders
37382,NPPA,Left Ventricular Hypertrophy
37383,NPPA,Myocardial Ischemia
37384,NPPA,"Adenocarcinoma, Basal Cell"
37385,NPPA,"Adenocarcinoma, Oxyphilic"
37386,NPPA,"Carcinoma, Cribriform"
37387,NPPA,"Carcinoma, Granular Cell"
37388,NPPA,"Adenocarcinoma, Tubular"
37389,NPPA,"Pain, Burning"
37390,NPPA,Ache
37391,NPPA,Radiating pain
37392,NPPA,"Heart Failure, Right-Sided"
37393,NPPA,"Fibrosis, Liver"
37394,NPPA,Hypoxia
37395,NPPA,Coronary Stenosis
37396,NPPA,Malignant neoplasm of lung
37397,NPPA,"Carcinoma, Small Cell"
37398,NPPA,Malignant neoplasm of prostate
37399,NPPA,"Pain, Splitting"
37400,NPPA,"Pain, Crushing"
37401,NPPA,Atrial standstill
37402,NPPA,Ventricular Remodeling
37403,NPPA,Left Ventricle Remodeling
37404,NPPA,Hypoxemia
37405,NPPA,"Pain, Migratory"
37406,NPPA,"Suffering, Physical"
37407,NPPA,"Heart Failure, Diastolic"
37408,NPPA,Cardiac Hypertrophy
37409,NPPA,"Cardiomyopathy, Familial Idiopathic"
37410,NPPA,Acute Kidney Insufficiency
37411,NPPA,"CARDIOMYOPATHY, FAMILIAL, WITH CONDUCTION DISTURBANCE"
37412,NPPA,"ATRIAL FIBRILLATION, FAMILIAL, 1 (disorder)"
37413,NPPA,Myocardial Failure
37414,NPPA,Heart Decompensation
37415,NPPA,Acute kidney injury
37416,NPPA,"Atrial Fibrillation, Familial, 6"
37417,NPPA,Patent Ductus Arteriosus Familial
37418,NPPA,ATRIAL STANDSTILL 2
37419,NPPB,"Anemia, Sickle Cell"
37420,NPPB,Aortic Valve Insufficiency
37421,NPPB,Atrial Fibrillation
37422,NPPB,"Cardiomyopathy, Dilated"
37423,NPPB,Cardiovascular Diseases
37424,NPPB,Coronary Arteriosclerosis
37425,NPPB,Dyspnea
37426,NPPB,Congenital Heart Defects
37427,NPPB,Heart Diseases
37428,NPPB,Cardiomegaly
37429,NPPB,Heart failure
37430,NPPB,Congestive heart failure
37431,NPPB,Hypertensive disease
37432,NPPB,Pulmonary Hypertension
37433,NPPB,Hypokalemia
37434,NPPB,Hypotension
37435,NPPB,Inflammation
37436,NPPB,Left-Sided Heart Failure
37437,NPPB,Pain
37438,NPPB,Postoperative Complications
37439,NPPB,"Cardiomyopathies, Primary"
37440,NPPB,"Myocardial Diseases, Secondary"
37441,NPPB,Ureteral obstruction
37442,NPPB,"Tachycardia, Ventricular"
37443,NPPB,"Cardiac Output, High"
37444,NPPB,"Pain, Burning"
37445,NPPB,Ache
37446,NPPB,Radiating pain
37447,NPPB,Paroxysmal atrial fibrillation
37448,NPPB,"Heart Failure, Right-Sided"
37449,NPPB,"Ventricular Dysfunction, Left"
37450,NPPB,Right Ventricular Dysfunction
37451,NPPB,"Pain, Splitting"
37452,NPPB,"Pain, Crushing"
37453,NPPB,Ventricular Remodeling
37454,NPPB,Left Ventricle Remodeling
37455,NPPB,"Pain, Migratory"
37456,NPPB,"Suffering, Physical"
37457,NPPB,Cardiotoxicity
37458,NPPB,Cardiomyopathies
37459,NPPB,Cardiac Hypertrophy
37460,NPPB,"Cardiomyopathy, Familial Idiopathic"
37461,NPPB,Coronary Artery Disease
37462,NPPB,Myocardial Failure
37463,NPPB,Heart Decompensation
37464,NPPB,Persistent atrial fibrillation
37465,NPPB,Cerebral Hemorrhage
37466,NPPB,familial atrial fibrillation
37467,NPPC,"Bone Diseases, Developmental"
37468,NPPC,Cartilage Diseases
37469,NPPC,Growth Disorders
37470,NPPC,Ureteral obstruction
37471,NPPC,Chondromalacia
37472,NPPC,"Hyperkinesia, Generalized"
37473,NPPC,Hyperkinesia
37474,NPR1,Fibrosis
37475,NPR1,Cardiomegaly
37476,NPR1,Heart failure
37477,NPR1,Congestive heart failure
37478,NPR1,Hypertensive disease
37479,NPR1,Kidney Diseases
37480,NPR1,Left-Sided Heart Failure
37481,NPR1,Pain
37482,NPR1,"Pain, Burning"
37483,NPR1,Ache
37484,NPR1,Radiating pain
37485,NPR1,"Heart Failure, Right-Sided"
37486,NPR1,Alcohol-Related Disorders
37487,NPR1,"Pain, Splitting"
37488,NPR1,"Pain, Crushing"
37489,NPR1,"Pain, Migratory"
37490,NPR1,"Suffering, Physical"
37491,NPR1,Cardiac Hypertrophy
37492,NPR1,Cirrhosis
37493,NPR1,Myocardial Failure
37494,NPR1,Heart Decompensation
37495,NPR2,Disproportionate short stature
37496,NPR2,"ACROMESOMELIC DYSPLASIA, MAROTEAUX TYPE"
37497,NPR2,"EPIPHYSEAL CHONDRODYSPLASIA, MIURA TYPE"
37498,NPR2,SHORT STATURE WITH NONSPECIFIC SKELETAL ABNORMALITIES
37499,NPR3,Arachnodactyly
37500,NPR3,Prostatic Neoplasms
37501,NPR3,Weight Gain
37502,NPR3,Tall stature
37503,NPR3,Dilatation of aorta
37504,NPR3,Malignant neoplasm of prostate
37505,NPTX2,Substance Withdrawal Syndrome
37506,NPTX2,Drug Withdrawal Symptoms
37507,NPTX2,Withdrawal Symptoms
37508,NPY1R,Anxiety Disorders
37509,NPY1R,Endogenous depression
37510,NPY1R,Depressive disorder
37511,NPY1R,Diastematomyelia
37512,NPY1R,Melancholia
37513,NPY1R,Neural Tube Defects
37514,NPY1R,Neurenteric Cyst
37515,NPY1R,Obesity
37516,NPY1R,"Psychoses, Drug"
37517,NPY1R,"Psychoses, Substance-Induced"
37518,NPY1R,Psychotic Disorders
37519,NPY1R,Schizophrenia
37520,NPY1R,Toothache
37521,NPY1R,Unipolar Depression
37522,NPY1R,Tethered Cord Syndrome
37523,NPY1R,Depressive Syndrome
37524,NPY1R,Iniencephaly
37525,NPY1R,Craniorachischisis
37526,NPY1R,Amphetamine-Related Disorders
37527,NPY1R,Amphetamine Addiction
37528,NPY1R,Amphetamine Abuse
37529,NPY1R,Exencephaly
37530,NPY1R,"Depression, Neurotic"
37531,NPY1R,Spinal Cord Myelodysplasia
37532,NPY1R,Nonorganic psychosis
37533,NPY1R,"Anxiety States, Neurotic"
37534,NPY1R,Acrania
37535,NPY1R,Anxiety neurosis (finding)
37536,NPY2R,Alcohol Use Disorder
37537,NPY2R,"Alcoholic Intoxication, Chronic"
37538,NPY2R,Cocaine Abuse
37539,NPY2R,Epilepsy
37540,NPY2R,"Epilepsy, Temporal Lobe"
37541,NPY2R,Uncinate Epilepsy
37542,NPY2R,Substance Withdrawal Syndrome
37543,NPY2R,Alcohol abuse
37544,NPY2R,Drug Withdrawal Symptoms
37545,NPY2R,"Epilepsy, Cryptogenic"
37546,NPY2R,Withdrawal Symptoms
37547,NPY2R,Aura
37548,NPY2R,Cocaine-Related Disorders
37549,NPY2R,"Epilepsy, Benign Psychomotor, Childhood"
37550,NPY2R,"Epilepsy, Lateral Temporal"
37551,NPY2R,Mood Disorders
37552,NPY2R,Cocaine Dependence
37553,NPY2R,Awakening Epilepsy
37554,NPY5R,"Alcoholic Intoxication, Chronic"
37555,NPY5R,Obesity
37556,NPY5R,Alcohol abuse
37557,SLC11A2,Colorectal Carcinoma
37558,SLC11A2,Hemochromatosis
37559,SLC11A2,Liver neoplasms
37560,SLC11A2,Iron deficiency anemia
37561,SLC11A2,Malignant neoplasm of liver
37562,SLC11A2,Hereditary hemochromatosis
37563,SLC11A2,"Anemia, Hypochromic Microcytic, With Iron Overload"
37564,SLC11A2,"ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRON OVERLOAD 1"
37565,NRAS,Malignant Neoplasms
37566,NRAS,Rectal Carcinoma
37567,NRAS,Malignant neoplasm of thyroid
37568,NRAS,Non-Small Cell Lung Carcinoma
37569,NRAS,Colorectal Carcinoma
37570,NRAS,Colorectal Neoplasms
37571,NRAS,leukemia
37572,NRAS,"Leukemia, Myelocytic, Acute"
37573,NRAS,"Myeloid Leukemia, Chronic"
37574,NRAS,Acute Promyelocytic Leukemia
37575,NRAS,Leukocytosis
37576,NRAS,Lymphoma
37577,NRAS,melanoma
37578,NRAS,Multiple Myeloma
37579,NRAS,"Acute Myeloid Leukemia, M1"
37580,NRAS,Myelomonocytic leukemia
37581,NRAS,"Neoplasms, Experimental"
37582,NRAS,Neuroblastoma
37583,NRAS,Melanocytic nevus
37584,NRAS,Noonan Syndrome
37585,NRAS,Rectal Neoplasms
37586,NRAS,Splenomegaly
37587,NRAS,Thyroid Neoplasm
37588,NRAS,"Turner Syndrome, Male"
37589,NRAS,B-Cell Lymphomas
37590,NRAS,Adenocarcinoma of rectum
37591,NRAS,Cutaneous Melanoma
37592,NRAS,Pleocytosis
37593,NRAS,Adenocarcinoma of lung (disorder)
37594,NRAS,LEOPARD Syndrome
37595,NRAS,Follicular thyroid carcinoma
37596,NRAS,Neurofibrosarcoma
37597,NRAS,Papillary thyroid carcinoma
37598,NRAS,Organoid Nevus Phakomatosis
37599,NRAS,Gastric Adenocarcinoma
37600,NRAS,"NEVUS, EPIDERMAL (disorder)"
37601,NRAS,Juvenile Myelomonocytic Leukemia
37602,NRAS,Verrucous epidermal nevus
37603,NRAS,Hemimegalencephaly
37604,NRAS,Inflammatory linear verrucous epidermal nevus
37605,NRAS,Neurocutaneous melanosis
37606,NRAS,Thyroid carcinoma
37607,NRAS,Costello syndrome (disorder)
37608,NRAS,Malignant Peripheral Nerve Sheath Tumor
37609,NRAS,Cardiomyopathies
37610,NRAS,Cardio-facio-cutaneous syndrome
37611,NRAS,Congenital melanocytic nevus
37612,NRAS,Adenocarcinoma of large intestine
37613,NRAS,Autoimmune Lymphoproliferative Syndrome
37614,NRAS,Female Pseudo-Turner Syndrome
37615,NRAS,GIANT PIGMENTED HAIRY NEVUS
37616,NRAS,Noonan syndrome-like disorder with loose anagen hair
37617,NRAS,Autoimmune Lymphoproliferative Syndrome Type 2B
37618,NRAS,"Leukemia, Megakaryoblastic, of Down Syndrome"
37619,NRAS,Acute Myeloid Leukemia (AML-M2)
37620,NRAS,RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERATIVE DISORDER
37621,NRAS,"Autoimmune Lymphoproliferative Syndrome Type 1, Autosomal Dominant"
37622,NRAS,Noonan Syndrome 6
37623,NRAS,"Thyroid cancer, follicular"
37624,NRAS,Linear Verrucous Epidermal Nevus
37625,NRAS,Noonan-Like Syndrome With Loose Anagen Hair
37626,NRAS,"NEUROCUTANEOUS MELANOSIS, SOMATIC"
37627,NRAS,Nevus sebaceous
37628,NRAS,"Nevus, Keratinocytic, Nonepidermolytic"
37629,NRAS,"THYROID CANCER, NONMEDULLARY, 2"
37630,NRAS,Noonan Syndrome 1
37631,NRAS,Nevus Sebaceus of Jadassohn
37632,NRCAM,Autistic Disorder
37633,NRCAM,Malignant neoplasm of breast
37634,NRCAM,Colorectal Carcinoma
37635,NRCAM,Colorectal Neoplasms
37636,NRCAM,Drug abuse
37637,NRCAM,Drug habituation
37638,NRCAM,Drug Use Disorders
37639,NRCAM,"Organic Mental Disorders, Substance-Induced"
37640,NRCAM,Substance Dependence
37641,NRCAM,Substance Use Disorders
37642,NRCAM,Substance-Related Disorders
37643,NRCAM,Breast Carcinoma
37644,NRCAM,Substance abuse problem
37645,NRCAM,"Mammary Neoplasms, Human"
37646,NRCAM,Mammary Neoplasms
37647,NRCAM,Drug Dependence
37648,NRCAM,Prescription Drug Abuse
37649,NRCAM,"Mammary Carcinoma, Human"
37650,NRDC,"Alcoholic Intoxication, Chronic"
37651,NRF1,Bowen's Disease
37652,NRGN,Bipolar Disorder
37653,NRGN,Cocaine Abuse
37654,NRGN,Schizophrenia
37655,NRL,Disorder of eye
37656,NRL,Nyctalopia
37657,NRL,Retinal Degeneration
37658,NRL,Retinitis Pigmentosa
37659,NRL,RETINITIS PIGMENTOSA 27
37660,YBX1,Malignant neoplasm of breast
37661,YBX1,Malignant tumor of colon
37662,YBX1,Colonic Neoplasms
37663,YBX1,"Liver Cirrhosis, Experimental"
37664,YBX1,"Neoplasm Recurrence, Local"
37665,YBX1,Breast Carcinoma
37666,YBX1,"Mammary Neoplasms, Human"
37667,YBX1,Mammary Neoplasms
37668,YBX1,"Mammary Carcinoma, Human"
37669,NSF,Seizures
37670,NSF,Global developmental delay
37671,NSF,Cocaine Dependence
37672,NSF,EEG with burst suppression
37673,NSF,Intellectual Disability
37674,NT5E,"Liver Cirrhosis, Experimental"
37675,NT5E,Malignant neoplasm of stomach
37676,NT5E,Stomach Neoplasms
37677,NT5E,Hereditary Diffuse Gastric Cancer
37678,NT5E,Calcification of Joints and Arteries
37679,NTF3,Autistic Disorder
37680,NTF3,Diabetic Neuropathies
37681,NTF3,Down Syndrome
37682,NTF3,Tonic-Clonic Epilepsy
37683,NTF3,Hyperalgesia
37684,NTF3,Nerve Degeneration
37685,NTF3,Schizophrenia
37686,NTF3,Status Epilepticus
37687,NTF3,Unipolar Depression
37688,NTF3,Petit mal status
37689,NTF3,Symmetric Diabetic Proximal Motor Neuropathy
37690,NTF3,Asymmetric Diabetic Proximal Motor Neuropathy
37691,NTF3,Diabetic Mononeuropathy
37692,NTF3,Diabetic Polyneuropathies
37693,NTF3,Diabetic Amyotrophy
37694,NTF3,Diabetic Autonomic Neuropathy
37695,NTF3,Grand Mal Status Epilepticus
37696,NTF3,Complex Partial Status Epilepticus
37697,NTF3,Diabetic Asymmetric Polyneuropathy
37698,NTF3,"Down Syndrome, Partial Trisomy 21"
37699,NTF3,"Trisomy 21, Meiotic Nondisjunction"
37700,NTF3,Allodynia
37701,NTF3,Mood Disorders
37702,NTF3,Diabetic Neuralgia
37703,NTF3,"Trisomy 21, Mitotic Nondisjunction"
37704,NTF3,Cryptogenic Tonic-Clonic Epilepsy
37705,NTF3,"Epilepsy, Tonic-Clonic, Familial"
37706,NTF3,"Epilepsy, Tonic-Clonic, Symptomatic"
37707,NTF3,"Hyperalgesia, Primary"
37708,NTF3,"Hyperalgesia, Secondary"
37709,NTF3,Tactile Allodynia
37710,NTF3,"Hyperalgesia, Thermal"
37711,NTF3,"Status Epilepticus, Subclinical"
37712,NTF3,Non-Convulsive Status Epilepticus
37713,NTF3,Simple Partial Status Epilepticus
37714,NTF3,Major Depressive Disorder
37715,NTF3,hearing impairment
37716,NTF3,Mechanical Allodynia
37717,NTF4,Autistic Disorder
37718,NTF4,Profound Mental Retardation
37719,NTF4,"Mental Retardation, Psychosocial"
37720,NTF4,Nerve Degeneration
37721,NTF4,Mental deficiency
37722,NTF4,"GLAUCOMA 1, OPEN ANGLE, O"
37723,NTF4,Intellectual Disability
37724,NTHL1,Colorectal Carcinoma
37725,NTHL1,Adenomatous Polyposis Coli
37726,NTHL1,"Polyposis, Adenomatous Intestinal"
37727,NTHL1,Familial Intestinal Polyposis
37728,NTHL1,FAMILIAL ADENOMATOUS POLYPOSIS 3
37729,NTRK1,Congenital Pain Insensitivity
37730,NTRK1,Bipolar Disorder
37731,NTRK1,"Depression, Bipolar"
37732,NTRK1,Glioma
37733,NTRK1,"Hereditary Sensory Autonomic Neuropathy, Type 1"
37734,NTRK1,"Hereditary Sensory Autonomic Neuropathy, Type 2"
37735,NTRK1,HSAN Type IV
37736,NTRK1,"Hereditary Sensory Autonomic Neuropathy, Type 5"
37737,NTRK1,Manic Disorder
37738,NTRK1,Neuralgia
